case_id,A,D,F,Fa,regime_comb,C,Fd,S
22246,9.1,6.0,4.8,0.0,CADF,2.0,0.0,0.0
22247,12.2,2.5,3.4,0.0,CADF,1.8,0.0,0.0
22248,4.6,0.0,12.0,5.9,FaCAF,1.4,0.0,0.0
22249,10.4,0.0,0.2,0.0,CAF,5.3,0.0,0.0
22250,0.0,0.0,11.9,0.2,FaCFFd,5.4,0.4,0.0
22251,1.0,2.0999999999999996,14.8,0.0,ADF,0.0,0.0,0.0
22252,8.3,5.5,10.1,0.0,ADF,0.0,0.0,0.0
22253,0.4,0.0,6.8,0.0,CAF,16.7,0.0,0.0
22254,0.0,0.9,15.0,0.0,DF,0.0,0.0,0.0
22255,1.5,0.0,14.9,0.0,AF,0.0,0.0,0.0
22256,0.7000000000000001,1.6,7.3999999999999995,0.0,CADFFd,5.4,0.8,0.0
22257,4.3,0.0,4.7,4.0,FaCAFSFd,7.7,0.2,3.0
22258,0.0,4.3,4.2,0.7,FaCDFFd,2.5,6.199999999999999,0.0
22259,6.8,0.0,2.7,0.6,FaCAF,7.8,0.0,0.0
22260,6.2,3.2,10.2,0.0,CADF,0.3,0.0,0.0
22261,6.1,3.1999999999999997,6.6,0.0,ADF,0.0,0.0,0.0
22262,1.8,3.1,3.1,2.0,FaCADFFd,2.1,2.8,0.0
22263,0.0,0.30000000000000004,7.9,2.1,FaCDF,7.6,0.0,0.0
22264,4.4,0.0,13.5,0.0,AF,0.0,0.0,0.0
22265,2.3000000000000003,2.7,4.8999999999999995,0.0,CADFFd,5.1,0.9,0.0
22266,7.7,2.3,9.9,0.0,ADF,0.0,0.0,0.0
22267,1.2999999999999998,0.2,18.4,0.0,ADF,0.0,0.0,0.0
22268,2.2,0.7,15.0,0.0,ADF,0.0,0.0,0.0
22269,0.0,10.6,9.3,0.0,DF,0.0,0.0,0.0
22270,1.8,0.0,9.6,7.2,FaAFSFd,0.0,0.1,1.2
22271,8.1,0.0,2.8,3.8,FaCAF,1.2000000000000002,0.0,0.0
22272,1.5,0.0,11.2,1.5,FaCAFFd,6.300000000000001,1.4,0.0
22273,2.1,1.8,16.0,0.0,ADF,0.0,0.0,0.0
22274,0.0,4.5,4.3,7.4,FaCDFFd,7.6,0.1,0.0
22275,4.6,9.4,4.3,1.5,FaCADFFd,1.4,0.7,0.0
22276,0.0,2.0,8.0,5.0,FaCDFFd,6.2,0.7000000000000001,0.0
22277,1.4,5.6,7.1,1.9,FaCADFFd,2.8,3.1,0.0
22278,0.0,0.0,2.9,3.6,FaCFS,15.200000000000001,0.0,0.2
22279,0.0,0.0,11.8,4.7,FaCFS,2.0,0.0,3.4
22280,0.0,5.3,1.2,0.5,FaCDFSFd,9.0,3.0,0.8999999999999999
22281,9.6,0.0,5.3,0.0,AF,0.0,0.0,0.0
22282,0.8999999999999999,5.3,11.5,0.0,ADF,0.0,0.0,0.0
22283,0.3,5.5,6.5,0.0,CADFFd,3.3,2.1,0.0
22284,0.2,0.5,12.6,0.0,CADFSFd,0.8999999999999999,7.3,2.4
22285,6.5,0.0,2.0,9.3,FaCAFS,3.9,0.0,0.2
22286,6.9,0.4,9.2,5.4,FaADF,0.0,0.0,0.0
22287,5.5,0.0,9.1,6.9,FaAFS,0.0,0.0,0.4
22288,4.0,0.5,10.0,5.5,FaCADF,1.9,0.0,0.0
22289,0.0,8.5,0.6000000000000001,0.0,CDFSFd,5.0,0.6,0.2
22290,1.8000000000000003,1.3,6.5,1.2,FaCADF,5.1,0.0,0.0
22291,1.0,0.1,21.1,10.4,FaCADF,13.4,0.0,0.0
22292,0.5,0.0,21.4,0.0,AF,0.0,0.0,0.0
22293,1.0,1.3,14.5,0.0,CADF,1.1,0.0,0.0
22294,2.1,0.0,15.8,0.0,AF,0.0,0.0,0.0
22295,2.7,1.7,8.0,0.0,CADFFd,4.3,7.2,0.0
22296,5.4,0.0,6.1,5.0,FaCAFS,2.4000000000000004,0.0,1.0
22297,5.4,0.9,5.5,5.5,FaCADF,2.5999999999999996,0.0,0.0
22298,10.8,0.0,0.0,4.0,FaCA,3.1,0.0,0.0
22299,2.3,1.1,14.5,0.0,ADF,0.0,0.0,0.0
22300,0.0,0.2,15.7,0.0,DF,0.0,0.0,0.0
22301,2.4,2.4,4.2,6.1,FaCADFS,7.7,0.0,1.0999999999999999
22302,3.9,0.4,9.3,6.2,FaCADF,2.1,0.0,0.0
22303,10.6,0.1,9.4,1.5,FaCADF,0.30000000000000004,0.0,0.0
22304,0.0,7.3,8.5,0.0,CDFSFd,3.0,2.2,0.9
22305,0.0,8.0,7.699999999999999,0.30000000000000004,FaCDFSFd,2.0,1.4,2.5
22306,0.2,9.7,3.1,0.0,CADFFd,3.8,3.0999999999999996,0.0
22307,0.0,0.0,9.7,3.8,FaCFS,3.4999999999999996,0.0,0.9
22308,4.8,0.0,28.7,4.9,FaCAFS,13.8,0.0,19.9
22309,0.0,0.0,11.0,8.9,FaCFS,1.2,0.0,0.8
22310,4.7,0.0,6.0,5.1,FaCAF,6.1000000000000005,0.0,0.0
22311,0.2,0.0,11.2,7.8,FaCAFSFd,1.8,0.2,0.7
22312,2.1,0.0,13.8,0.0,AF,0.0,0.0,0.0
22313,1.3,0.0,14.6,0.0,AF,0.0,0.0,0.0
22314,0.6,0.7,19.2,0.2,FaCADF,1.2,0.0,0.0
22315,0.7999999999999999,0.0,13.4,3.1,FaCAFFd,6.5,0.1,0.0
22316,4.7,1.2,18.0,0.0,ADF,0.0,0.0,0.0
22317,2.5,1.9000000000000001,13.5,0.0,ADF,0.0,0.0,0.0
22318,0.8,2.2,6.5,9.7,FaCADFFd,1.6,1.1,0.0
22319,0.2,4.3,8.7,0.0,CADFSFd,4.800000000000001,5.3,0.6
22320,0.0,5.4,4.7,0.0,CDFSFd,4.5,3.3,2.0
22321,0.4,0.0,7.4,5.5,FaCAFS,8.1,0.0,0.5
22322,0.0,0.0,0.0,4.3,FaC,17.6,0.0,0.0
22323,3.5,0.0,14.4,0.0,AF,0.0,0.0,0.0
22324,0.2,0.0,21.7,0.0,AF,0.0,0.0,0.0
22325,0.8,0.0,21.1,0.0,AF,0.0,0.0,0.0
22326,3.5,3.1,6.0,7.2,FaCADFFd,2.7,0.30000000000000004,0.0
22327,1.6,2.3,4.300000000000001,3.7,FaCADFSFd,6.5,1.1,0.4
22328,3.2,2.0,6.7,4.9,FaCADFSFd,3.4,0.8,0.9
22329,0.7,0.6,7.0,5.3,FaCADFSFd,0.9,1.3,0.1
22330,4.1,1.3,6.4,2.3,FaCADFS,0.8,0.0,1.0
22331,7.6,0.0,4.3999999999999995,2.7,FaCAF,3.1999999999999997,0.0,0.0
22332,2.5,0.9,4.9,5.0,FaCADF,6.6,0.0,0.0
22333,2.6999999999999997,0.4,3.0,8.2,FaCADFS,7.1,0.0,0.5
22334,9.0,0.3,5.4,1.2,FaADF,0.0,0.0,0.0
22335,5.6,6.0,10.3,0.0,ADF,0.0,0.0,0.0
22336,6.0,4.6,9.3,0.0,ADF,0.0,0.0,0.0
22337,5.3,6.5,7.0,0.0,CADFFd,0.8,0.3,0.0
22338,0.0,0.4,11.6,0.2,FaCDF,9.700000000000001,0.0,0.0
22339,0.0,7.7,2.0,0.0,CDFSFd,7.5,1.1,1.6
22340,0.2,7.4,1.5,4.4,FaCADFFd,3.7,0.7,0.0
22341,0.0,0.0,9.8,4.1,FaCFSFd,1.0999999999999999,0.2,0.7000000000000001
22342,0.6000000000000001,7.6,2.9000000000000004,6.2,FaCADFFd,3.0000000000000004,1.6,0.0
22343,3.1,1.8,11.0,0.0,ADF,0.0,0.0,0.0
22344,0.0,1.1,10.9,0.0,CDFFd,6.8,1.1,0.0
22345,0.0,7.6,4.9,0.0,CDFSFd,3.7,1.5,0.2
22346,0.0,5.1,9.6,3.4,FaCDFFd,3.2,0.6,0.0
22347,4.4,0.0,13.9,0.0,CAFS,1.0,0.0,2.6
22348,5.6,0.0,8.8,0.2,FaCAF,5.3,0.0,0.0
22349,0.0,4.9,0.6,5.3,FaCDFFd,4.8,0.30000000000000004,0.0
22350,0.9,1.0,15.0,3.4,FaCADFS,1.0,0.0,0.6000000000000001
22351,4.7,0.0,19.2,0.0,AF,0.0,0.0,0.0
22352,4.2,0.0,19.7,0.0,AF,0.0,0.0,0.0
22353,1.6,1.5,11.9,0.0,CADF,0.8999999999999999,0.0,0.0
22354,0.3,0.0,15.6,0.0,AF,0.0,0.0,0.0
22355,0.0,0.1,15.799999999999999,0.0,DF,0.0,0.0,0.0
22356,0.4,0.0,15.5,0.0,AF,0.0,0.0,0.0
22357,0.0,0.0,8.1,6.9,FaCFSFd,1.9,0.2,0.8
22358,1.6,4.1,5.9,1.0,FaCADF,5.3,0.0,0.0
22359,0.6,5.1000000000000005,8.4,5.5,FaCADFFd,2.3,2.0,0.0
22360,2.3,1.2,20.4,0.0,ADF,0.0,0.0,0.0
22361,3.0,0.2,20.7,0.0,ADF,0.0,0.0,0.0
22362,1.1,4.1,10.7,0.0,ADF,0.0,0.0,0.0
22363,0.5,0.5,14.9,0.0,ADF,0.0,0.0,0.0
22364,0.0,6.4,7.4,0.0,CDFSFd,1.8,4.1,0.2
22365,0.0,9.2,0.4,4.2,FaCDFFd,1.7,0.4,0.0
22366,6.2,0.0,2.8,1.7,FaCAF,11.2,0.0,0.0
22367,8.2,0.8999999999999999,11.5,1.0,FaCADF,0.3,0.0,0.0
22368,0.0,0.0,8.9,9.7,FaCF,3.3,0.0,0.0
22369,2.4,0.0,9.1,1.9,FaCAFFd,3.7,4.8,0.0
22370,9.6,0.0,2.1,3.2,FaAF,0.0,0.0,0.0
22371,7.4,0.0,8.0,7.5,FaAF,0.0,0.0,0.0
22372,1.0,0.2,14.7,0.0,ADF,0.0,0.0,0.0
22373,0.0,1.8,16.1,0.1,FaCDF,1.9,0.0,0.0
22374,1.1,0.7000000000000001,18.1,0.0,ADF,0.0,0.0,0.0
22375,0.0,2.0,15.9,0.0,DF,0.0,0.0,0.0
22376,3.7,0.0,6.2,4.7,FaCAFS,6.8999999999999995,0.0,1.4
22377,1.7000000000000002,1.7000000000000002,14.5,0.0,ADF,0.0,0.0,0.0
22378,1.9,0.5,7.5,2.9,FaCADFSFd,2.1,0.8,0.2
22379,0.0,4.9,3.9000000000000004,4.5,FaCDF,2.6,0.0,0.0
22380,0.0,5.8,4.6,4.2,FaCDF,3.3,0.0,0.0
22381,0.30000000000000004,7.1,4.3,2.3,FaCADFFd,5.3,0.6,0.0
22382,0.3,5.9,8.5,1.3,FaCADFFd,2.9,1.0,0.0
22383,0.8,8.0,11.4,0.0,CADFFd,0.8,0.9,0.0
22384,5.4,1.0,6.9,4.2,FaCADFFd,1.2,1.2000000000000002,0.0
22385,2.6,1.4,7.800000000000001,3.9,FaCADF,4.2,0.0,0.0
22386,5.5,1.5,6.6,1.8,FaADFFd,0.0,0.5,0.0
22387,2.7,2.9,9.1,1.3,FaCADFFd,4.4,1.5,0.0
22388,9.299999999999999,0.0,7.2,1.4,FaAF,0.0,0.0,0.0
22389,9.3,0.6000000000000001,8.0,1.2,FaADF,0.0,0.0,0.0
22390,1.6,0.2,10.5,8.9,FaCADF,0.7,0.0,0.0
22391,4.7,0.0,10.1,4.6,FaCAF,4.5,0.0,0.0
22392,1.4,0.0,6.6,6.5,FaCAFFd,0.8,0.6000000000000001,0.0
22393,1.7,2.5999999999999996,2.2,3.9000000000000004,FaCADFSFd,4.5,0.4,0.6
22394,3.9,1.7,16.3,0.0,ADF,0.0,0.0,0.0
22395,4.1000000000000005,4.5,11.3,0.0,ADF,0.0,0.0,0.0
22396,0.0,0.0,8.8,7.8,FaCF,1.3,0.0,0.0
22397,0.0,2.3,7.800000000000001,8.5,FaCDF,1.3,0.0,0.0
22398,2.6,3.0999999999999996,3.4,4.5,FaCADFFd,4.0,0.3,0.0
22399,0.0,1.3,8.0,10.4,FaCDFS,1.8,0.0,0.4
22400,6.7,2.1,1.6,2.8,FaCADFSFd,7.2,2.6,0.9
22401,9.2,4.3,8.4,0.0,ADF,0.0,0.0,0.0
22402,0.0,0.0,9.3,3.8,FaCF,4.8,0.0,0.0
22403,0.8999999999999999,2.4,9.6,0.0,CADFFd,7.3,0.7,0.0
22404,6.4,1.0,7.9,4.1,FaCADF,2.5,0.0,0.0
22405,10.0,0.4,11.5,2.0,FaADF,0.0,0.0,0.0
22406,10.0,0.0,12.200000000000001,1.7,FaAF,0.0,0.0,0.0
22407,5.9,0.0,9.9,5.1,FaCAFFd,2.8,0.1,0.0
22408,0.3,0.0,6.8,3.2,FaCAFSFd,7.5,0.6000000000000001,0.4
22409,0.8999999999999999,0.0,12.799999999999999,6.1000000000000005,FaCAFS,1.7999999999999998,0.0,0.30000000000000004
22410,0.0,0.0,12.5,7.3,FaCFFd,1.9,0.2,0.0
22411,5.6,0.9,8.0,1.4,FaADF,0.0,0.0,0.0
22412,1.4,0.0,13.200000000000001,0.0,CAF,1.3,0.0,0.0
22413,1.3,1.7,17.1,0.6,FaCADF,1.2,0.0,0.0
22414,0.5,0.0,21.4,0.0,AF,0.0,0.0,0.0
22415,3.7,0.0,12.2,0.0,AF,0.0,0.0,0.0
22416,0.0,6.2,6.3,2.6999999999999997,FaCDFFd,2.2,0.5,0.0
22417,4.3,3.5999999999999996,5.8,2.9,FaCADFFd,1.0,4.3,0.0
22418,0.2,0.4,15.3,0.0,ADF,0.0,0.0,0.0
22419,2.1,0.8,15.0,0.0,ADF,0.0,0.0,0.0
22420,2.4,2.6,14.9,0.0,ADF,0.0,0.0,0.0
22421,0.4,0.0,6.5,1.5,FaCAFSFd,10.7,1.3,1.5
22422,0.0,6.5,0.0,2.1,FaCDSFd,6.3,0.5,0.5
22423,4.1,3.3,14.5,0.0,ADF,0.0,0.0,0.0
22424,1.5,2.9,16.5,3.0,FaADF,0.0,0.0,0.0
22425,1.5,3.3,9.0,3.4,FaCADFS,6.6,0.0,0.1
22426,0.7000000000000001,3.5,10.7,2.5,FaCADFSFd,5.4,0.4,0.7
22427,0.0,0.0,8.5,0.2,FaCF,7.2,0.0,0.0
22428,0.0,7.5,4.4,5.3,FaCDFFd,2.5,2.2,0.0
22429,0.9,0.0,5.1,3.9,FaCAFS,7.7,0.0,2.3
22430,3.5,0.0,6.699999999999999,4.7,FaCAFS,5.4,0.0,1.6
22431,0.0,0.0,5.0,7.6,FaCFS,3.6999999999999997,0.0,5.6
22432,0.7,0.8,7.9,8.0,FaCADFSFd,2.7,0.6,1.2
22433,3.4000000000000004,0.0,20.5,0.0,AF,0.0,0.0,0.0
22434,0.5,0.0,17.4,0.0,AF,0.0,0.0,0.0
22435,0.8,0.0,15.1,0.0,AF,0.0,0.0,0.0
22436,0.7000000000000001,3.2,14.0,0.0,ADF,0.0,0.0,0.0
22437,0.0,3.6,8.8,0.0,CDFFd,1.0,4.5,0.0
22438,2.6,0.0,12.0,3.9000000000000004,FaCAFS,25.8,0.0,3.8
22439,3.0,0.0,2.1,2.7,FaCAFS,12.6,0.0,1.5
22440,0.8,0.0,5.3,3.6,FaCAFS,11.9,0.0,0.30000000000000004
22441,3.6,6.3,12.0,0.0,ADF,0.0,0.0,0.0
22442,0.7,0.6000000000000001,16.3,0.0,CADF,1.3,0.0,0.0
22443,7.8,8.9,3.9000000000000004,0.2,FaCADFFd,1.6,0.5,0.0
22444,4.0,2.5,11.4,0.0,ADF,0.0,0.0,0.0
22445,0.2,5.9,10.9,0.3,FaCADF,0.6,0.0,0.0
22446,1.4,3.4,13.1,0.0,ADF,0.0,0.0,0.0
22447,3.0,5.3,9.5,0.0,ADF,0.0,0.0,0.0
22448,0.0,0.0,13.0,4.4,FaCF,6.5,0.0,0.0
22449,4.9,0.0,13.3,0.8,FaCAFS,1.1,0.0,3.8
22450,7.2,0.3,4.0,1.5,FaCADF,2.9000000000000004,0.0,0.0
22451,7.5,0.2,7.5,0.7000000000000001,FaADF,0.0,0.0,0.0
22452,0.0,1.3,8.6,1.1,FaCDFFd,6.8,0.1,0.0
22453,0.3,3.5,9.2,0.4,FaCADFFd,1.2000000000000002,5.2,0.0
22454,4.4,0.6000000000000001,4.5,4.0,FaCADFFd,2.3,0.1,0.0
22455,4.4,1.7,9.8,0.0,ADF,0.0,0.0,0.0
22456,3.8,6.3,9.8,0.0,ADF,0.0,0.0,0.0
22457,2.5,4.5,4.5,2.3,FaCADFFd,4.3,1.7999999999999998,0.0
22458,1.5999999999999999,8.4,4.5,4.2,FaCADFFd,0.7,0.5,0.0
22459,2.7,3.6999999999999997,6.0,1.5,FaCADFFd,3.7,0.3,0.0
22460,3.4,1.5,17.0,0.0,ADF,0.0,0.0,0.0
22461,0.7,9.2,3.6999999999999997,0.0,CADFSFd,1.7,5.5,1.1
22462,2.3,4.2,0.3,6.0,FaCADFFd,11.0,0.1,0.0
22463,2.2,3.6,4.4,7.0,FaCADFFd,5.7,1.0,0.0
22464,8.3,0.0,3.2,4.3,FaCAFS,3.4,0.0,0.7
22465,0.0,0.1,4.9,10.0,FaCDFS,6.8,0.0,0.1
22466,6.1000000000000005,1.1,10.7,4.0,FaCADFS,23.0,0.0,3.1999999999999997
22467,1.2,0.30000000000000004,13.7,1.2999999999999998,FaCADF,5.4,0.0,0.0
22468,5.4,9.0,7.5,0.0,ADF,0.0,0.0,0.0
22469,5.0,0.4,4.1,1.1,FaCADFFd,3.7,5.6,0.0
22470,3.4,2.6,11.8,0.0,ADF,0.0,0.0,0.0
22471,1.4000000000000001,1.3,15.1,0.0,ADF,0.0,0.0,0.0
22472,0.7,1.1,12.3,0.4,FaCADFFd,7.2,0.2,0.0
22473,0.30000000000000004,0.5,8.0,0.7,FaCADF,6.4,0.0,0.0
22474,0.4,6.4,7.2,1.5,FaCADFFd,6.2,0.2,0.0
22475,0.0,9.3,0.9999999999999999,1.5,FaCDFS,5.9,0.0,0.2
22476,6.1,9.0,6.1,0.0,ADFFd,0.0,0.7,0.0
22477,3.9000000000000004,2.7,0.0,5.2,FaADSFd,0.0,1.5,2.6
22478,0.0,0.6,8.4,8.1,FaCDFFd,4.2,0.6000000000000001,0.0
22479,3.6,2.0,4.300000000000001,0.3,FaCADFFd,4.9,2.8,0.0
22480,2.5,2.7,4.4,1.0,FaCADFFd,4.7,0.6000000000000001,0.0
22481,0.9,2.1,10.4,0.6000000000000001,FaCADFFd,9.0,0.7,0.0
22482,1.3,4.6,18.0,0.0,ADF,0.0,0.0,0.0
22483,1.8,5.5,10.6,0.0,ADF,0.0,0.0,0.0
22484,0.4,0.0,11.1,9.8,FaCAF,0.6000000000000001,0.0,0.0
22485,0.0,0.0,9.4,8.9,FaCFS,2.8,0.0,0.8
22486,0.0,0.0,10.3,7.8,FaCF,3.8,0.0,0.0
22487,0.4,6.6,3.7,8.1,FaCADF,1.1,0.0,0.0
22488,4.7,2.3,10.4,0.0,ADF,0.0,0.0,0.0
22489,1.6,4.8,9.5,0.0,ADF,0.0,0.0,0.0
22490,0.0,0.30000000000000004,23.6,0.0,DF,0.0,0.0,0.0
22491,2.4,6.8,5.9,0.7,FaADFS,0.0,0.0,0.1
22492,3.8,2.6,7.8,1.7000000000000002,FaADF,0.0,0.0,0.0
22493,2.6999999999999997,3.0,10.2,0.0,ADF,0.0,0.0,0.0
22494,6.4,6.1,9.4,0.0,ADF,0.0,0.0,0.0
22495,1.6,1.0,5.8,8.0,FaCADFSFd,2.3,3.0,0.2
22496,4.1,1.1,12.7,0.0,ADF,0.0,0.0,0.0
22497,1.6,1.2000000000000002,8.799999999999999,0.7,FaCADFSFd,2.5,6.0,1.1
22498,0.0,0.2,9.1,0.0,CDFSFd,2.0,5.3,1.3
22499,5.1,1.1,4.4,4.4,FaCADFS,4.2,0.0,0.7
22500,5.0,0.2,7.6,6.2,FaCADF,2.9,0.0,0.0
22501,5.1,0.1,8.6,4.8,FaCADF,3.3,0.0,0.0
22502,6.6,0.0,7.9,3.8000000000000003,FaCAF,3.6,0.0,0.0
22503,2.9000000000000004,3.5,9.5,0.0,ADF,0.0,0.0,0.0
22504,3.6,0.1,20.2,0.0,ADF,0.0,0.0,0.0
22505,0.7,0.2,13.1,0.0,CADF,1.9000000000000001,0.0,0.0
22506,1.5,0.0,14.4,0.0,AF,0.0,0.0,0.0
22507,1.3,3.1,15.5,0.0,ADF,0.0,0.0,0.0
22508,4.7,7.4,8.0,1.1,FaCADF,0.7,0.0,0.0
22509,0.0,0.7,9.2,0.9,FaCDFFd,4.1,7.0,0.0
22510,0.0,8.7,2.7,4.5,FaCDFFd,3.0,1.0,0.0
22511,3.3,4.4,1.0,7.7,FaCADFSFd,1.5,3.6,0.4
22512,4.5,5.5,2.4,5.800000000000001,FaCADFFd,3.3,2.4,0.0
22513,8.2,0.0,5.5,4.4,FaCAFFd,3.5999999999999996,0.2,0.0
22514,0.0,5.9,12.7,0.0,CDFFd,0.8,2.5,0.0
22515,0.0,1.8,7.7,0.0,CDFSFd,1.5,6.2,0.7
22516,1.7,0.0,8.4,6.2,FaCAF,3.6,0.0,0.0
22517,2.1,0.0,8.1,8.1,FaCAFSFd,2.9,0.1,0.6
22518,0.0,0.0,8.799999999999999,9.1,FaCF,4.0,0.0,0.0
22519,9.9,0.0,4.0,3.9,FaCAF,4.1,0.0,0.0
22520,4.300000000000001,3.0,12.600000000000001,0.0,ADF,0.0,0.0,0.0
22521,3.6,0.1,12.2,0.0,ADF,0.0,0.0,0.0
22522,0.7,0.0,15.200000000000001,0.0,AF,0.0,0.0,0.0
22523,0.0,1.4,9.799999999999999,3.0,FaCDFSFd,6.8,0.6000000000000001,0.3
22524,3.0,0.0,2.0,5.0,FaCAFFd,5.5,2.4,0.0
22525,1.9,0.9,13.1,0.0,ADF,0.0,0.0,0.0
22526,3.1,0.9,13.9,0.0,ADF,0.0,0.0,0.0
22527,4.5,2.8000000000000003,14.3,0.0,ADF,0.0,0.0,0.0
22528,3.4,0.0,3.5,3.0,FaCAFFd,7.6,0.4,0.0
22529,0.0,0.0,4.7,10.6,FaCF,4.6,0.0,0.0
22530,4.2,0.0,8.6,5.7,FaCAF,3.4,0.0,0.0
22531,0.9,0.0,17.0,0.0,AF,0.0,0.0,0.0
22532,0.3,4.4,10.1,0.3,FaCADF,0.8,0.0,0.0
22533,3.4,0.0,8.3,6.2,FaCAF,4.0,0.0,0.0
22534,5.4,4.5,0.0,3.7,FaCADSFd,6.5,0.8,1.0
22535,5.5,7.8,8.1,0.2,FaADFS,0.0,0.0,0.3
22536,0.0,8.6,0.5,5.7,FaCDFS,2.8,0.0,2.3
22537,0.5,0.2,14.0,0.4,FaCADF,2.8,0.0,0.0
22538,3.9,2.1,15.2,0.7,FaADF,0.0,0.0,0.0
22539,0.8,0.2,20.9,0.0,ADF,0.0,0.0,0.0
22540,1.1,0.3,9.3,0.9,FaCADFFd,5.4,0.9,0.0
22541,0.0,1.2,21.2,0.0,DF,0.0,0.0,0.0
22542,0.4,1.0,11.6,0.0,CADFFd,8.700000000000001,0.2,0.0
22543,0.1,0.1,18.8,0.0,CADF,0.9,0.0,0.0
22544,1.2,0.0,16.7,0.0,AF,0.0,0.0,0.0
22545,0.1,6.7,14.2,0.0,CADFFd,1.7000000000000002,1.2,0.0
22546,0.4,5.9,17.6,0.0,ADF,0.0,0.0,0.0
22547,0.0,5.6,16.6,0.0,CDF,0.7,0.0,0.0
22548,8.2,1.5,4.8,3.4,FaADF,0.0,0.0,0.0
22549,11.7,0.0,8.2,2.0,FaAF,0.0,0.0,0.0
22550,5.4,0.1,10.2,6.4,FaCADF,25.900000000000002,0.0,0.0
22551,10.9,0.30000000000000004,10.5,2.2,FaADF,0.0,0.0,0.0
22552,0.0,0.6,10.1,0.0,CDF,11.2,0.0,0.0
22553,5.7,5.2,11.0,0.0,ADF,0.0,0.0,0.0
22554,5.3,1.2,4.8,0.6000000000000001,FaCADFFd,7.3,4.7,0.0
22555,4.199999999999999,4.0,12.5,0.0,CADF,1.2000000000000002,0.0,0.0
22556,4.8,0.0,11.1,0.0,AF,0.0,0.0,0.0
22557,1.0,3.1,7.1,0.9,FaCADF,5.8,0.0,0.0
22558,3.5,2.9,9.5,0.0,ADF,0.0,0.0,0.0
22559,0.6,2.4,11.0,0.4,FaCADF,5.5,0.0,0.0
22560,6.5,3.0,10.4,0.0,ADF,0.0,0.0,0.0
22561,0.5,9.6,5.6,0.0,ADFS,0.0,0.0,0.2
22562,4.1,1.0,10.2,0.0,CADFS,1.6,0.0,3.0
22563,0.9,0.0,3.1,2.6,FaCAFSFd,11.1,0.2,2.0
22564,0.7,4.4,1.2,2.7,FaCADFFd,10.2,2.7,0.0
22565,1.3,5.1,9.6,4.1,FaCADFS,1.4,0.0,0.4
22566,2.1,2.6,0.2,3.4,FaCADFSFd,8.5,4.9,0.2
22567,0.0,0.0,11.4,6.0,FaCFSFd,3.0999999999999996,0.1,1.3
22568,0.0,0.0,10.9,5.4,FaCFS,3.3000000000000003,0.0,2.3
22569,0.0,4.4,6.5,3.1,FaCDFS,6.4,0.0,1.5
22570,5.2,6.8,7.6,0.3,FaADF,0.0,0.0,0.0
22571,0.5,5.2,6.1,2.4,FaCADFS,1.7000000000000002,0.0,1.0
22572,2.1,0.7000000000000001,6.8,2.6,FaCADF,3.7,0.0,0.0
22573,5.7,0.30000000000000004,9.3,0.0,CADF,0.6,0.0,0.0
22574,3.1,0.0,8.1,0.6000000000000001,FaCAFFd,8.7,1.4,0.0
22575,1.7000000000000002,4.6,10.6,0.0,ADF,0.0,0.0,0.0
22576,0.1,0.1,8.2,0.3,FaCADF,7.2,0.0,0.0
22577,0.0,0.0,8.3,0.0,CFFd,11.5,0.1,0.0
22578,2.6,2.4,2.7,5.4,FaCADFSFd,7.0,0.8999999999999999,0.8999999999999999
22579,0.0,5.0,2.4,0.30000000000000004,FaCDFSFd,6.2,1.7000000000000002,0.3
22580,0.1,7.300000000000001,4.0,3.1999999999999997,FaCADF,5.3,0.0,0.0
22581,5.8,2.7,2.3,1.7000000000000002,FaCADFSFd,10.1,1.0,0.3
22582,1.1,4.9,4.0,3.3000000000000003,FaCADF,6.6,0.0,0.0
22583,2.9,0.4,18.6,0.0,ADF,0.0,0.0,0.0
22584,0.0,2.3000000000000003,13.6,0.0,DF,0.0,0.0,0.0
22585,0.4,0.3,21.2,0.0,ADF,0.0,0.0,0.0
22586,14.5,0.0,3.4,0.0,AF,0.0,0.0,0.0
22587,11.2,1.2000000000000002,5.5,0.0,ADF,0.0,0.0,0.0
22588,4.0,0.6000000000000001,8.5,1.6,FaCADF,7.2,0.0,0.0
22589,1.7000000000000002,0.0,13.8,0.0,CAF,0.4,0.0,0.0
22590,2.2,0.8,20.9,0.0,ADF,0.0,0.0,0.0
22591,0.1,1.5,15.6,0.0,CADF,0.7,0.0,0.0
22592,0.6000000000000001,3.0,12.3,2.5,FaCADFFd,1.9,1.6,0.0
22593,0.0,5.9,5.4,1.6,FaCDF,3.0,0.0,0.0
22594,0.0,8.0,5.8,1.0999999999999999,FaCDFSFd,6.8,0.30000000000000004,1.9
22595,1.4,0.0,0.2,3.3,FaCAFSFd,9.4,1.0,0.6
22596,2.7,5.0,10.9,0.0,ADFFd,0.0,3.3,0.0
22597,0.0,6.7,5.4,2.5999999999999996,FaCDFS,4.9,0.0,2.3
22598,0.5,2.6,7.5,0.0,CADFSFd,0.5,5.6,5.199999999999999
22599,0.0,3.1,0.0,3.8,FaCDSFd,10.7,0.8,3.5
22600,1.4000000000000001,2.1,14.0,0.5,FaCADFFd,3.3,0.6000000000000001,0.0
22601,0.0,1.0,21.1,0.0,CDF,0.8,0.0,0.0
22602,3.2,3.0,15.700000000000001,0.0,ADF,0.0,0.0,0.0
22603,0.4,5.0,3.4000000000000004,1.7,FaCADFFd,2.7,2.7,0.0
